FID,lon,lat
879,169.242757599,-77.4538178358
880,169.242892375,-77.4538517333
881,169.243027152,-77.4538856308
882,169.24316193,-77.4539195282
883,169.243296708,-77.4539534255
884,169.243431487,-77.4539873227
885,169.243566267,-77.4540212199
886,169.243701048,-77.454055117
887,169.243835829,-77.454089014
888,169.243970611,-77.454122911
889,169.244105394,-77.4541568079
890,169.244240177,-77.4541907047
891,169.244374961,-77.4542246015
892,169.244509746,-77.4542584982
893,169.244659074,-77.4542892763
894,169.244813282,-77.454319008
895,169.244967491,-77.4543487396
896,169.245121701,-77.4543784711
897,169.245275911,-77.4544082026
898,169.245430122,-77.4544379339
899,169.245584334,-77.4544676652
900,169.245738547,-77.4544973963
901,169.245877011,-77.4545302388
902,169.245998598,-77.4545664158
903,169.246120186,-77.4546025926
904,169.246241775,-77.4546387694
905,169.246363364,-77.4546749462
906,169.246484954,-77.4547111229
907,169.246606545,-77.4547472995
908,169.246728136,-77.4547834761
909,169.246849316,-77.4548197104
910,169.246951097,-77.4548586676
911,169.247052879,-77.4548976248
912,169.247154661,-77.4549365819
913,169.247256443,-77.454975539
914,169.247358226,-77.4550144961
915,169.24746001,-77.4550534531
916,169.247561795,-77.4550924101
917,169.247701444,-77.4551249618
918,169.247850314,-77.4551559537
919,169.247999184,-77.4551869456
920,169.248148056,-77.4552179373
921,169.248296928,-77.455248929
922,169.248445801,-77.4552799206
923,169.248594674,-77.4553109121
924,169.248743548,-77.4553419035
925,169.248892424,-77.4553728949
926,169.249041299,-77.4554038861
927,169.249190176,-77.4554348773
928,169.249339053,-77.4554658684
929,169.249471424,-77.4554999019
930,169.249587886,-77.4555368676
931,169.249704349,-77.4555738333
932,169.249820813,-77.4556107989
933,169.249937277,-77.4556477645
934,169.250053742,-77.45568473
935,169.250170208,-77.4557216955
936,169.250286675,-77.4557586609
937,169.250403142,-77.4557956263
938,169.250519609,-77.4558325916
939,169.250636078,-77.4558695569
940,169.250752547,-77.4559065221
941,169.250869017,-77.4559434872
942,169.250985487,-77.4559804524
943,169.251101958,-77.4560174174
944,169.25121843,-77.4560543825
945,169.251334903,-77.4560913474
946,169.251451376,-77.4561283123
947,169.25156785,-77.4561652772
948,169.251684324,-77.456202242
949,169.2518008,-77.4562392068
950,169.251917276,-77.4562761715
951,169.252033752,-77.4563131362
952,169.252150229,-77.4563501008
953,169.252266707,-77.4563870653
954,169.252383517,-77.4564239725
955,169.252523469,-77.4564568706
956,169.252663421,-77.4564897687
957,169.252803374,-77.4565226667
958,169.252943328,-77.4565555646
959,169.253083282,-77.4565884624
960,169.253223237,-77.4566213602
961,169.253363193,-77.4566542579
962,169.25350315,-77.4566871555
963,169.253643107,-77.4567200531
964,169.253783065,-77.4567529505
965,169.253923024,-77.4567858479
966,169.254062983,-77.4568187453
967,169.254202943,-77.4568516425
968,169.254342904,-77.4568845397
969,169.254482866,-77.4569174368
970,169.254622828,-77.4569503339
971,169.254762791,-77.4569832309
972,169.254902755,-77.4570161278
973,169.25504272,-77.4570490246
974,169.255182685,-77.4570819213
975,169.255322651,-77.457114818
976,169.255462618,-77.4571477146
977,169.255602585,-77.4571806112
978,169.255742553,-77.4572135076
979,169.255882522,-77.457246404
980,169.256022492,-77.4572793003
981,169.256162462,-77.4573121966
982,169.256302433,-77.4573450928
983,169.256442405,-77.4573779889
984,169.256582377,-77.4574108849
985,169.256722351,-77.4574437808
986,169.256862325,-77.4574766767
987,169.257002299,-77.4575095725
988,169.257152155,-77.4575402903
989,169.257305612,-77.4575702146
990,169.257459069,-77.4576001388
991,169.257612527,-77.4576300629
992,169.257765985,-77.4576599869
993,169.257919445,-77.4576899108
994,169.258072905,-77.4577198347
995,169.258226366,-77.4577497584
996,169.258379827,-77.4577796821
997,169.258533289,-77.4578096057
998,169.258686752,-77.4578395292
999,169.258840216,-77.4578694526
1000,169.25899368,-77.4578993759
1001,169.258885758,-77.4579365024
1002,169.258771551,-77.4579738019
1003,169.258657344,-77.4580111015
1004,169.258543135,-77.458048401
1005,169.258428927,-77.4580857004
1006,169.258314717,-77.4581229998
1007,169.258200507,-77.4581602992
1008,169.258086296,-77.4581975985
1009,169.257982616,-77.4582363036
1010,169.257881022,-77.4582752872
1011,169.257779428,-77.4583142708
1012,169.257677834,-77.4583532544
1013,169.257576238,-77.4583922379
1014,169.257474642,-77.4584312214
1015,169.257373046,-77.4584702049
1016,169.257271449,-77.4585091883
1017,169.257169851,-77.4585481717
1018,169.257068253,-77.4585871551
1019,169.257019801,-77.4586057458
